presion_aceite,voltaje_bateria,voltaje_alternador,temp_vacio,temp_carga,nivel_refrigerante
3.2,13.24,14.66,52.47,74.27,0
3.21,11.53,12.37,58.05,82.12,1
2.85,10.83,15.37,73.53,85.89,1
0.55,11.49,19.43,52.82,107.24,1
3.12,11.49,14.07,54.07,72.88,1
4.56,10.42,15.18,67.58,103.35,1
4.48,10.18,15.54,68.8,75.4,1
6.37,11.45,15.07,65.37,73.81,1
2.45,12.97,14.31,74.66,74.18,1
5.76,12.36,12.76,94.82,88.41,1
3.24,11.96,13.75,62.69,59.57,1
3.83,7.15,14.65,107.22,78.22,1
2.21,10.93,17.89,67.77,88.92,1
3.0,15.76,15.17,71.32,75.17,1
2.56,14.77,8.09,68.1,75.81,0
3.48,17.04,14.85,75.15,111.13,1
3.71,6.14,15.03,60.78,78.87,1
6.09,17.4,12.76,61.97,82.94,0
6.65,11.82,17.17,66.24,81.97,1
1.11,11.07,12.28,70.02,76.68,1
6.43,5.8,14.41,69.14,73.4,1
3.99,12.86,12.63,73.85,70.63,1
5.16,12.09,12.68,57.81,79.04,1
2.41,12.95,13.24,78.01,76.52,1
0.67,11.09,14.87,54.46,85.26,1
0.6,11.84,18.54,38.73,125.0,1
6.31,14.18,9.36,66.81,76.71,1
5.5,13.54,14.01,71.14,80.75,1
3.05,11.54,13.43,82.76,81.36,1
6.08,10.32,12.68,39.06,74.13,1
5.04,5.73,13.45,67.89,86.98,1
5.15,11.88,14.49,72.52,103.51,1
2.4,13.28,15.6,72.7,87.15,1
3.02,16.73,15.47,67.03,55.79,0
2.62,16.96,10.5,53.05,88.68,1
5.01,11.79,12.34,62.63,82.58,1
5.02,11.12,12.61,75.17,84.5,1
6.67,11.51,15.3,52.23,79.44,1
0.59,13.53,13.76,61.03,78.07,1
7.3,12.51,14.94,62.45,83.96,0
2.58,13.61,14.36,59.21,89.14,1
5.06,12.88,13.35,64.41,79.73,1
9.27,10.27,10.05,36.57,57.22,1
0.86,10.14,13.44,53.36,74.92,1
4.91,11.47,12.93,33.72,70.73,1
7.38,10.34,13.48,77.87,77.84,0
2.2,10.27,13.01,69.77,80.2,1
1.0,10.54,15.28,75.63,47.1,0
3.05,11.69,12.68,75.41,80.11,1
3.16,13.43,12.95,58.4,88.53,1
6.61,10.56,15.31,61.86,73.11,1
4.1,10.23,13.5,60.04,77.9,1
9.68,17.49,19.27,61.42,79.44,1
3.32,9.39,13.19,74.38,65.37,0
4.53,10.23,13.81,53.33,78.92,1
6.67,12.97,15.59,69.33,88.78,1
2.29,12.96,15.59,51.65,86.62,1
7.98,11.77,13.85,119.41,59.13,1
3.75,16.09,14.76,60.41,54.56,0
6.72,11.53,13.75,64.41,89.01,1
5.37,13.4,15.7,61.6,54.59,1
4.06,12.71,14.56,56.81,81.07,1
3.58,5.17,11.83,62.24,89.37,1
4.04,10.69,15.16,67.57,70.12,1
0.95,13.7,13.3,63.84,89.7,1
4.6,11.77,14.06,59.8,71.26,1
2.87,12.87,15.38,56.69,87.79,1
6.41,10.9,13.12,63.34,69.11,1
1.47,13.4,17.84,55.57,40.16,1
8.11,12.82,15.71,55.5,88.44,1
5.4,11.74,14.85,58.22,79.0,1
2.31,12.9,14.88,26.74,86.54,1
4.71,12.31,12.36,46.46,82.89,1
2.35,13.33,12.81,66.31,79.41,1
6.75,10.92,17.48,67.5,86.09,1
5.27,13.52,13.18,66.46,89.59,1
3.44,13.69,12.38,53.96,46.07,1
2.28,12.9,15.8,28.77,74.22,1
4.68,13.07,14.78,74.32,75.52,1
6.86,15.37,17.77,86.66,61.53,1
2.66,13.22,12.94,63.41,70.75,1
3.9,10.78,13.88,66.07,70.83,1
6.05,12.41,14.87,58.29,74.98,1
4.11,10.14,14.76,72.7,73.54,1
5.89,10.64,12.16,58.41,84.61,1
3.03,10.75,15.12,73.6,88.47,1
4.62,11.85,13.44,33.99,72.91,1
2.47,10.61,14.6,70.24,81.64,1
4.34,13.41,13.39,73.55,87.0,0
2.83,13.09,15.11,66.15,89.62,1
6.13,11.5,12.13,74.13,70.26,1
3.73,11.3,13.1,59.84,76.63,1
5.94,13.16,13.16,53.36,83.07,1
2.22,12.6,14.99,62.12,86.68,1
6.63,12.28,12.2,56.46,84.05,1
1.57,16.7,13.03,113.09,72.83,1
5.85,10.49,14.74,74.18,78.4,1
4.36,10.47,15.7,68.42,83.14,1
6.61,5.65,13.27,79.24,87.5,0
6.28,13.83,18.95,49.54,82.08,1
8.39,13.2,14.36,66.58,84.69,1
3.33,12.96,12.1,70.22,76.7,1
3.93,11.25,13.68,97.31,78.59,1
3.61,10.13,13.77,68.6,76.63,1
2.78,10.43,15.68,59.75,85.34,1
3.37,11.73,14.9,58.92,87.38,1
3.59,12.93,14.49,68.95,72.02,0
5.93,10.56,12.93,54.45,76.05,1
0.87,13.76,10.3,61.07,88.73,1
6.21,12.29,12.31,65.15,81.83,1
3.29,12.28,15.08,53.46,84.49,1
6.27,13.84,12.76,53.54,86.97,1
3.08,10.61,15.6,74.08,74.01,1
6.03,12.22,13.03,66.75,78.67,1
4.51,12.01,13.49,36.37,72.78,1
3.02,13.21,13.69,57.4,86.61,1
4.36,10.46,15.37,53.57,72.54,1
4.74,12.58,12.85,58.31,78.55,1
3.52,17.68,13.77,70.17,71.74,1
3.63,10.45,15.8,71.34,73.11,1
2.28,13.01,18.35,65.66,88.37,0
1.58,7.25,15.81,107.31,82.23,1
3.42,10.91,13.8,60.37,78.4,1
3.27,13.35,14.57,64.14,66.0,1
4.01,11.9,14.09,61.52,88.68,1
5.97,11.88,18.14,52.5,89.3,1
5.31,12.12,13.84,73.18,79.41,1
6.72,17.5,13.42,61.37,76.56,1
5.43,13.86,14.79,52.37,86.87,1
3.49,13.85,13.26,52.01,71.93,1
4.48,9.07,14.84,58.06,81.38,1
5.86,12.75,8.88,84.2,76.4,1
5.91,10.81,11.1,66.85,86.64,0
6.21,14.76,12.88,81.26,84.86,1
4.08,12.67,12.99,68.88,86.76,1
6.54,13.01,15.52,88.98,85.09,1
5.48,16.27,14.01,74.77,88.11,1
3.41,13.39,13.4,57.74,73.1,1
2.12,12.5,12.87,63.56,76.43,1
3.64,13.85,16.64,73.91,75.0,1
6.87,11.66,15.35,64.69,74.16,1
3.83,10.61,12.26,59.16,85.86,1
3.8,12.4,15.23,54.18,74.89,1
3.91,10.55,17.85,70.98,77.75,1
6.73,11.57,17.52,32.72,55.31,0
3.31,12.74,13.02,64.12,86.24,1
8.1,5.21,18.14,50.7,54.48,1
0.83,8.89,8.43,67.79,88.17,0
2.85,5.1,14.45,51.78,70.61,1
6.0,10.12,14.97,110.98,74.91,1
3.74,7.99,13.81,72.79,76.39,1
5.48,15.94,14.01,65.06,125.49,1
3.22,13.21,13.69,84.53,83.52,1
4.08,11.19,14.75,58.35,82.26,0
3.4,10.18,13.88,59.29,88.17,1
6.39,5.12,13.27,73.35,82.95,1
3.32,13.3,12.67,58.82,72.61,1
4.01,13.73,13.7,58.29,84.54,1
5.73,9.46,19.59,104.73,76.24,1
1.38,10.75,14.47,110.21,112.73,1
2.64,11.22,17.14,60.98,79.48,1
3.03,13.06,13.17,74.5,78.95,1
2.2,13.55,15.6,84.26,78.27,1
5.47,8.06,15.59,66.25,73.46,1
4.55,10.32,13.78,37.26,55.48,1
6.08,16.61,12.49,41.17,72.36,1
5.34,13.32,10.23,73.59,70.28,1
5.89,10.66,14.46,30.05,76.72,1
6.58,12.2,14.67,55.49,89.74,1
1.86,6.41,9.82,63.48,74.92,0
2.81,12.17,12.77,58.36,72.42,0
3.67,13.59,12.87,44.45,76.36,0
4.76,10.59,15.43,57.72,77.79,1
5.22,12.85,14.2,63.31,72.99,1
2.43,11.24,15.26,57.38,76.74,1
9.18,10.35,15.31,75.66,100.85,0
6.44,11.56,14.46,59.68,72.45,1
6.31,14.85,14.02,58.31,70.34,1
4.99,15.57,15.87,63.71,75.19,1
5.02,12.72,15.64,56.83,82.72,1
2.33,11.83,14.18,69.5,59.89,1
4.75,13.73,13.77,52.64,88.5,1
4.94,16.82,13.32,54.03,78.91,1
2.65,13.25,13.03,67.77,73.68,1
1.77,11.96,15.03,74.42,77.06,1
5.97,5.26,12.23,65.61,84.55,1
3.93,10.15,14.16,71.82,85.44,1
3.82,10.33,12.44,73.57,71.29,1
2.51,12.98,12.11,54.89,40.93,1
4.03,10.69,13.41,58.43,72.14,1
4.07,12.04,16.62,74.86,89.3,1
2.91,13.21,13.3,52.96,79.16,1
5.57,13.33,12.8,57.12,74.44,1
6.46,11.49,13.26,57.64,115.09,1
4.96,10.12,15.42,60.95,76.02,1
5.05,13.89,13.96,54.22,79.47,1
4.11,12.62,13.85,26.66,87.95,1
4.29,10.9,14.02,62.56,73.72,1
9.26,11.91,12.91,56.85,72.03,1
2.14,13.34,15.33,74.06,80.5,1
5.85,10.89,12.12,34.32,89.18,1
2.12,12.81,14.63,50.91,86.2,1
3.75,10.54,12.91,65.53,82.21,1
5.38,13.58,14.98,75.88,74.92,1
5.37,10.23,12.15,57.15,76.96,1
4.58,13.42,13.82,57.29,86.18,1
6.57,13.02,14.93,71.07,71.71,1
2.96,12.75,15.43,57.06,75.03,1
6.38,8.88,13.46,54.12,79.56,1
8.14,11.73,12.72,67.01,77.35,1
5.79,17.72,15.1,71.01,71.38,1
2.85,14.38,11.6,44.86,73.53,0
3.08,10.46,13.51,58.26,115.48,1
6.55,16.76,15.12,111.04,62.29,1
3.33,13.87,13.1,91.23,76.7,1
2.79,11.86,13.7,53.66,71.76,1
3.59,7.46,13.44,61.36,72.83,1
8.72,14.75,19.32,92.7,86.26,1
4.6,12.45,15.71,67.54,89.68,1
5.64,10.73,12.56,55.71,70.49,1
5.49,10.12,14.66,75.49,84.6,1
3.67,11.36,13.61,59.04,86.6,1
7.62,17.82,10.32,60.51,76.01,1
6.68,10.2,12.55,70.79,77.51,1
4.52,12.96,12.88,33.38,89.31,1
0.73,13.69,12.26,67.75,87.3,1
2.31,12.05,14.66,58.47,78.35,1
2.75,13.57,12.36,67.54,85.9,0
3.1,12.17,11.16,54.49,71.72,1
2.57,11.84,15.82,40.76,71.04,1
8.9,11.04,12.6,74.42,87.05,1
4.18,13.24,14.99,69.37,78.3,1
3.75,11.41,11.77,56.28,84.92,1
4.94,15.0,15.32,93.11,74.72,0
3.36,13.03,12.73,25.99,77.74,1
3.95,10.93,14.31,62.22,74.54,1
3.87,13.71,14.26,61.04,81.98,1
2.44,13.63,12.63,112.37,86.16,1
2.96,13.54,14.15,57.35,85.23,1
6.6,13.36,12.38,59.04,81.85,1
4.95,7.91,16.63,74.06,61.36,1
4.94,12.84,14.76,102.32,73.84,1
6.58,10.24,14.08,66.84,76.92,1
4.91,8.54,13.14,55.52,78.41,1
6.48,10.48,13.84,73.81,81.21,1
2.86,10.28,15.03,55.82,80.7,1
1.06,6.67,12.86,54.41,70.59,1
3.88,11.39,14.0,117.1,126.5,1
5.29,10.92,15.15,51.61,75.32,1
4.05,10.93,15.5,61.45,89.22,1
3.63,16.29,12.29,41.45,116.49,1
6.59,10.81,14.53,63.26,85.0,1
3.51,12.71,14.45,33.54,73.94,1
2.44,11.85,13.75,64.0,77.6,1
4.93,12.53,15.12,53.03,83.55,1
2.7,10.85,15.64,66.45,80.15,1
1.53,11.89,14.73,57.55,78.1,1
4.49,8.24,12.77,28.62,85.76,1
6.41,10.24,14.27,66.7,79.2,1
5.11,15.27,13.36,60.24,44.53,1
3.7,12.27,12.97,58.31,70.98,1
6.66,13.77,18.47,53.22,73.76,1
6.09,11.08,14.67,65.24,87.46,1
6.5,12.64,13.1,58.36,71.42,1
6.02,11.53,13.34,56.9,87.27,1
4.96,11.93,14.04,62.41,78.48,1
1.41,13.05,13.33,66.72,73.66,0
2.66,13.03,15.04,64.11,78.69,1
5.81,12.47,19.73,65.66,77.37,1
2.16,11.81,12.74,71.53,82.95,1
3.56,16.96,14.45,51.94,81.38,0
6.66,11.9,13.02,92.07,71.18,1
3.18,12.71,14.1,52.7,73.68,1
2.42,8.85,13.71,51.72,73.61,1
2.68,5.98,8.37,43.35,73.59,1
2.82,12.5,11.26,72.13,72.11,1
1.4,10.31,13.71,45.64,54.56,0
1.46,8.09,15.39,99.67,127.11,1
6.28,10.3,15.67,57.67,67.57,1
4.41,15.45,12.42,97.62,84.98,0
3.72,13.2,14.41,64.97,82.48,1
2.95,10.41,13.73,74.71,80.83,1
8.53,17.76,13.33,54.99,83.12,1
2.76,10.55,13.14,65.21,84.34,1
3.26,13.42,14.22,64.67,83.78,1
6.39,16.09,13.3,79.82,55.8,1
5.04,13.55,15.17,64.68,78.33,1
3.28,16.3,18.13,59.22,72.19,0
3.85,12.67,15.06,62.4,86.9,1
3.99,10.91,12.89,69.24,87.19,1
5.53,14.13,15.69,45.1,72.4,0
4.68,12.52,12.4,71.9,85.44,1
2.57,13.45,15.49,64.44,79.14,1
5.89,10.35,15.42,60.07,80.72,1
6.42,11.42,15.2,66.19,85.61,1
6.09,12.68,13.12,58.91,77.1,1
4.84,13.19,12.77,70.34,79.55,1
3.92,11.38,15.49,53.03,44.02,1
4.08,12.26,14.13,65.91,89.04,1
3.3,11.07,14.11,57.8,73.1,1
5.03,13.71,14.0,60.41,71.96,1
2.2,17.83,14.79,70.21,52.39,1
2.97,5.25,14.67,54.79,85.33,1
4.04,12.23,14.9,74.68,82.18,1
0.76,5.64,14.06,87.08,73.02,0
3.92,10.73,15.45,54.42,80.36,1
0.7,12.66,15.81,71.4,78.42,1
0.96,7.77,9.57,65.19,43.81,1
4.39,13.04,18.09,57.05,86.2,1
6.54,11.72,12.61,61.92,71.73,0
3.56,12.68,13.28,47.05,71.1,0
3.18,12.77,13.87,52.95,88.39,1
9.12,10.25,13.81,79.47,97.66,1
6.11,11.51,9.27,55.92,84.21,1
3.75,9.06,13.14,54.67,88.18,1
5.15,10.11,12.97,72.61,87.25,1
0.96,12.41,13.93,57.44,86.78,1
8.83,10.68,13.98,74.01,79.3,1
4.14,12.75,14.07,61.19,75.04,0
1.56,10.36,12.59,34.45,104.43,1
6.55,12.72,15.29,58.27,82.55,1
2.62,12.41,13.05,56.28,76.99,1
2.66,10.28,14.18,73.23,71.67,1
8.58,11.46,15.05,96.48,83.54,1
8.25,17.64,13.57,58.03,125.35,1
3.7,6.63,12.43,55.03,45.19,1
2.98,10.93,14.78,55.04,72.59,1
2.24,10.15,12.22,52.06,73.5,1
0.62,11.47,13.65,63.04,77.35,1
4.89,11.05,15.29,69.82,79.74,1
4.9,10.89,14.85,60.85,83.26,1
6.64,7.78,14.74,66.25,73.27,1
6.47,10.25,15.41,82.73,76.2,0
5.92,12.74,9.37,57.98,87.28,1
2.48,14.94,13.62,55.16,81.29,1
4.35,11.06,15.64,75.15,72.63,1
9.08,10.14,18.12,63.5,82.21,1
7.45,10.48,12.28,79.12,110.28,1
4.11,6.13,14.29,71.59,97.28,1
1.83,10.45,14.08,71.72,73.37,0
4.21,12.94,15.07,55.17,71.24,1
3.29,13.36,9.72,52.32,121.48,1
2.54,11.49,13.55,95.43,70.33,1
4.91,13.85,15.09,53.17,86.22,0
3.39,13.74,13.07,67.88,75.57,1
3.8,13.01,12.14,54.08,70.71,1
3.36,10.12,15.33,68.09,87.07,1
6.45,13.71,14.5,102.19,70.11,1
2.73,10.5,17.34,56.97,81.91,1
3.84,13.69,14.59,61.77,42.65,1
2.73,12.55,12.47,71.97,70.54,1
4.29,13.38,12.85,55.05,73.03,1
8.01,10.51,15.84,58.23,72.81,1
2.99,12.01,15.54,70.61,78.63,1
2.85,13.63,12.74,74.59,93.7,1
3.22,10.97,13.45,56.36,87.81,1
9.43,11.14,15.26,63.98,117.22,0
5.5,12.41,12.64,54.85,75.81,1
1.88,10.3,13.05,90.24,70.14,1
4.12,11.96,12.65,59.48,73.79,0
2.68,17.37,17.52,61.36,93.55,0
5.44,9.44,14.55,62.44,81.75,1
6.47,11.6,12.5,56.7,77.39,1
3.18,10.32,14.58,23.45,72.29,1
2.55,13.54,12.74,62.84,77.4,1
4.62,12.46,15.79,55.48,80.95,1
0.74,5.14,12.11,31.95,40.94,1
4.96,17.11,10.42,87.99,71.64,1
3.08,10.1,13.87,74.27,86.59,1
3.58,12.87,15.82,69.75,87.53,0
3.05,10.68,14.6,67.11,57.06,1
3.82,10.61,14.17,57.17,89.15,1
4.37,12.78,12.53,61.9,83.35,1
4.63,17.78,14.71,57.08,89.54,1
5.52,13.26,12.62,69.94,81.02,1
1.04,12.69,13.66,101.19,77.37,1
9.68,12.06,10.26,62.71,88.87,0
3.58,11.42,13.72,54.03,121.49,1
5.48,13.89,12.8,52.36,56.87,1
5.96,12.53,13.26,22.78,71.97,1
1.42,13.64,15.41,56.83,71.19,1
6.08,12.06,13.17,56.85,70.98,1
4.37,11.38,14.88,73.61,89.37,1
1.44,13.41,16.22,76.75,82.63,1
2.82,12.06,12.35,53.41,74.35,1
3.69,15.28,15.79,55.56,87.8,1
2.85,10.39,14.0,70.69,71.05,1
3.55,13.54,12.31,68.37,84.83,1
4.62,12.15,15.8,74.71,72.85,1
5.12,5.97,17.08,58.7,89.35,1
3.53,10.26,15.07,50.53,76.29,1
4.31,13.07,12.44,68.25,62.74,1
2.36,13.55,15.58,61.78,79.15,1
5.5,11.37,15.24,62.75,69.63,1
5.74,12.25,13.7,51.84,78.62,1
3.73,11.12,12.28,62.87,53.07,1
3.58,8.38,14.7,62.25,70.39,1
0.6,11.17,8.44,70.86,65.49,1
2.77,13.23,14.04,56.64,72.64,1
4.1,12.96,12.54,59.01,77.59,1
3.5,10.81,12.18,59.06,80.4,1
3.9,13.9,12.13,73.55,84.92,1
7.56,15.92,13.72,63.13,59.11,1
4.35,11.12,14.63,63.92,77.98,1
5.41,11.09,15.87,60.91,77.57,1
3.16,11.0,14.78,57.4,81.26,1
5.63,6.49,17.28,40.67,118.16,1
2.25,11.07,15.07,74.9,72.84,1
1.65,13.56,13.74,23.57,86.77,0
5.43,11.83,14.99,68.68,79.67,1
4.45,11.61,12.18,72.32,87.61,1
5.6,10.1,15.59,54.81,71.53,1
3.39,9.2,12.79,97.98,119.37,0
6.49,10.9,15.7,66.71,70.81,1
4.9,14.84,13.87,45.87,71.36,0
6.22,15.66,14.74,56.31,72.82,1
9.07,15.78,12.14,117.99,85.74,1
5.52,11.95,12.78,70.5,73.29,1
6.82,13.38,15.34,69.1,70.78,1
7.58,11.6,14.18,66.73,82.99,1
3.37,12.42,15.17,72.02,71.16,1
2.11,17.23,14.26,61.64,70.14,1
6.17,12.34,12.85,86.23,79.0,1
5.59,13.37,12.24,52.92,89.73,1
6.56,11.03,12.44,44.42,70.33,1
6.8,7.83,18.84,69.16,52.59,1
8.67,10.8,14.26,75.78,55.21,1
2.49,12.36,15.31,69.37,73.42,1
4.8,10.92,14.44,54.42,71.18,1
6.02,10.92,12.17,36.3,81.43,1
4.24,11.56,14.37,69.03,79.88,1
2.84,11.71,15.7,58.83,85.05,1
6.7,11.82,15.73,66.99,51.87,1
5.77,12.66,15.75,50.56,80.37,1
4.62,11.15,13.96,50.48,88.33,1
4.11,8.21,12.59,40.43,78.15,1
5.93,12.24,19.74,51.8,82.12,1
0.56,11.81,12.12,24.3,129.57,1
5.22,13.48,15.66,71.7,81.73,1
6.48,13.43,12.65,51.84,45.83,1
4.99,11.61,15.21,64.39,86.16,1
3.65,17.79,15.22,63.59,71.04,1
7.34,12.02,12.85,67.63,98.87,1
3.36,13.13,9.6,56.08,76.18,1
3.17,17.98,12.27,56.94,80.07,1
9.11,11.89,14.11,89.3,57.23,0
5.47,10.47,14.15,67.93,74.49,1
6.01,11.18,15.88,74.92,87.38,1
2.62,10.3,13.98,68.4,75.03,1
0.77,11.26,19.29,50.31,72.48,1
3.56,12.9,12.82,50.41,72.38,1
8.64,16.39,15.28,63.99,120.86,1
5.44,8.63,14.86,52.42,86.16,1
1.36,6.37,14.93,27.01,73.52,1
6.32,13.7,14.31,66.93,71.81,1
6.14,13.88,15.63,69.13,75.36,1
5.34,10.12,14.97,52.58,77.61,1
5.3,12.24,13.95,58.94,77.97,1
5.79,11.99,14.91,66.8,88.36,1
4.62,11.34,14.21,63.02,87.46,1
5.86,10.37,15.47,65.96,85.91,1
3.9,17.88,17.57,53.42,74.31,0
4.73,12.53,14.51,62.47,59.12,1
5.94,11.46,12.77,52.59,80.81,1
2.4,10.35,18.31,23.87,65.91,1
2.73,10.48,13.88,107.28,85.62,0
4.45,10.93,13.63,66.11,78.44,1
2.85,11.92,14.81,66.74,87.33,1
0.69,10.12,16.23,61.22,88.13,1
2.45,13.25,13.0,63.44,91.95,1
5.7,11.69,13.99,67.29,89.85,1
4.94,12.48,13.08,72.26,86.64,1
4.66,10.91,14.29,66.05,77.75,1
2.58,12.87,14.94,56.59,78.74,1
0.92,13.61,18.77,51.92,96.66,0
2.59,14.19,15.21,55.08,84.89,1
3.41,10.39,12.35,57.38,74.03,1
3.87,12.27,14.77,55.74,114.0,1
0.66,10.99,12.53,65.88,76.39,1
3.89,10.32,15.45,33.24,82.95,1
3.5,10.95,17.9,58.51,84.1,1
4.45,11.15,15.8,35.32,75.36,1
6.23,10.14,12.72,69.18,80.95,1
7.62,13.22,13.15,81.99,71.53,0
2.89,13.89,15.5,36.31,85.95,1
2.66,10.26,13.6,62.63,78.47,1
5.7,12.95,12.36,61.68,83.96,1
3.87,11.13,18.36,47.2,103.42,1
5.53,13.24,13.12,50.15,78.38,1
3.54,12.17,15.01,72.86,83.53,1
3.8,12.22,13.62,50.29,86.16,0
4.76,10.43,18.85,48.89,43.88,1
5.56,13.83,13.71,73.32,76.73,1
3.53,13.21,14.22,57.06,85.93,1
5.84,13.06,12.68,60.89,53.7,0
4.3,12.84,13.11,61.85,89.86,1
4.19,8.89,11.74,44.47,87.38,1
2.16,13.32,15.13,69.17,78.55,1
5.02,17.54,14.48,71.48,76.07,1
3.27,11.36,15.74,62.27,74.61,1
2.67,10.44,14.79,68.17,86.15,1
6.22,13.25,15.43,53.72,89.39,1
5.22,12.9,18.86,59.88,73.44,1
4.27,13.14,15.02,59.62,84.38,1
3.34,11.69,15.66,57.52,83.15,1
5.64,10.14,12.15,59.62,73.26,1
5.86,13.31,14.52,55.68,77.91,1
2.74,12.15,19.34,66.26,89.89,1
3.66,17.55,16.63,65.65,126.19,1
6.09,13.06,13.6,63.47,45.94,1
4.31,12.92,8.55,59.53,78.79,1
3.34,13.84,10.84,63.56,73.25,1
7.13,13.22,14.92,66.43,72.96,1
2.62,11.75,12.13,58.08,88.5,1
5.52,13.72,15.51,68.26,59.91,1
6.76,17.84,12.32,112.31,78.47,1
1.65,12.39,13.69,63.64,81.92,1
3.35,13.83,15.35,59.71,72.56,0
5.46,12.06,14.13,61.63,82.13,1
5.14,13.41,15.77,51.38,85.5,1
3.85,11.41,8.42,72.75,86.18,1
4.6,9.83,14.26,53.4,74.66,1
0.98,11.37,14.9,54.02,84.8,1
4.59,10.39,18.86,60.79,81.46,1
5.39,10.45,15.32,69.63,74.57,1
3.67,13.75,13.99,112.25,88.75,1
2.92,12.56,12.11,69.37,83.08,1
3.08,10.19,12.97,63.72,47.19,1
4.97,11.44,8.46,70.24,88.28,1
2.84,11.83,14.36,72.07,85.18,1
2.68,11.64,13.82,59.61,73.8,1
5.44,12.83,14.73,56.23,106.06,1
8.56,12.9,15.72,71.08,86.71,1
9.63,17.33,12.9,21.86,104.09,1
4.97,7.47,12.29,69.12,86.03,1
3.35,11.57,13.84,64.06,79.27,1
2.12,10.73,14.81,30.38,71.17,1
4.43,7.39,19.28,85.81,72.76,1
3.73,10.7,15.81,74.66,98.67,1
4.39,14.2,14.4,58.92,88.57,1
3.06,12.07,13.07,52.1,77.42,1
4.22,11.43,14.15,51.67,81.64,1
7.44,10.31,12.35,75.74,87.94,1
4.61,5.79,15.38,57.0,121.13,1
5.98,8.18,15.19,68.53,78.85,1
4.88,10.7,15.27,72.98,89.52,1
5.21,13.29,15.52,58.8,74.91,1
5.74,13.03,9.57,63.71,84.86,1
1.4,10.5,10.27,98.16,41.65,1
2.9,12.79,12.69,59.29,81.59,1
2.76,12.98,14.46,64.02,76.79,0
3.77,10.31,15.18,65.2,75.96,1
3.12,13.05,13.64,62.51,80.03,1
4.88,11.03,18.43,104.92,97.05,1
4.83,17.61,15.18,23.76,62.16,1
1.61,11.68,12.16,74.71,82.11,1
2.18,16.23,12.7,68.88,85.72,1
0.71,15.08,13.59,31.44,88.94,0
4.17,12.59,14.99,56.04,89.68,1
6.54,11.26,15.47,72.93,76.69,1
3.34,11.48,13.65,37.44,72.35,1
3.22,7.98,15.35,62.81,86.22,1
2.5,13.38,12.45,66.37,77.22,1
6.67,12.57,12.4,71.57,68.45,1
3.15,12.07,14.56,105.6,72.52,1
4.17,10.72,15.21,57.18,48.04,1
5.18,11.21,12.7,89.38,80.41,1
3.48,12.05,15.82,66.58,86.45,1
6.86,12.89,12.72,64.26,87.32,1
6.51,16.2,8.26,24.62,48.76,1
3.74,13.25,13.88,51.16,74.26,1
3.93,11.03,15.89,55.17,109.22,1
1.42,11.77,14.83,114.69,84.46,1
9.41,8.36,12.26,73.98,48.6,1
3.59,10.22,13.47,69.4,72.34,1
3.85,11.39,15.62,56.55,85.61,1
6.41,8.42,17.06,53.27,76.72,1
6.9,12.24,14.02,55.01,88.54,1
9.46,11.91,14.05,54.51,75.1,1
8.11,7.69,17.61,63.77,50.94,1
3.61,11.16,15.57,69.99,88.79,1
3.66,11.02,14.19,50.85,88.01,1
6.07,12.67,12.9,69.44,77.6,1
4.67,11.23,16.31,71.63,85.06,1
5.55,10.74,12.63,72.79,78.71,0
5.46,12.21,12.54,54.26,82.0,0
5.34,16.25,14.36,63.19,87.1,0
5.32,9.58,15.89,64.96,75.04,1
4.57,11.34,15.84,64.54,75.29,1
2.24,13.12,14.35,118.53,72.58,1
4.94,11.07,19.79,85.32,98.61,1
5.05,12.78,15.62,67.22,85.78,1
6.48,13.67,17.73,79.97,108.35,1
7.18,7.14,13.03,59.97,89.59,1
3.45,11.29,13.37,69.15,88.28,1
2.67,13.52,14.02,52.05,83.89,1
3.79,10.33,14.38,65.29,94.38,1
6.65,10.7,14.12,43.28,79.18,1
5.91,12.79,12.18,62.75,73.66,1
9.48,13.06,10.53,54.98,79.71,1
6.46,10.4,15.03,89.23,71.79,1
5.31,14.32,14.46,88.62,59.0,1
4.75,12.79,9.98,60.54,89.27,1
6.21,10.85,12.62,53.67,84.58,1
6.41,13.21,14.78,60.45,74.61,1
2.47,12.78,14.89,52.4,72.55,1
6.75,15.5,14.05,53.41,77.0,1
5.64,5.91,12.84,22.04,81.19,0
5.42,13.29,15.18,74.68,85.62,1
9.35,13.82,12.9,58.02,82.87,0
5.12,17.45,14.89,53.44,75.44,1
5.19,12.39,15.71,74.32,81.01,1
2.41,13.76,14.74,116.7,71.72,1
2.21,11.06,14.65,59.99,77.09,1
4.56,13.3,18.73,51.98,87.99,0
4.34,12.4,15.83,67.05,70.57,1
6.24,10.23,15.06,52.7,76.08,1
5.25,12.21,15.27,75.33,86.3,1
5.32,11.68,12.57,60.85,72.5,1
4.97,11.49,13.46,29.36,81.62,1
0.82,12.72,13.98,51.39,71.26,1
3.41,10.3,14.23,51.93,88.77,1
5.01,11.98,9.22,53.3,77.41,1
1.05,8.44,12.6,68.79,65.89,1
5.01,11.27,14.49,70.33,70.81,1
6.55,13.2,16.33,73.85,125.44,1
3.07,15.5,13.86,53.03,61.79,1
8.14,13.68,13.16,69.15,80.91,1
5.51,11.32,15.26,70.1,76.26,1
4.58,12.74,13.62,50.6,84.44,1
2.91,12.35,12.44,53.63,87.55,0
6.21,10.36,15.76,64.67,73.72,1
6.0,11.21,12.44,61.13,82.25,1
5.83,13.26,12.92,42.15,77.95,1
